time,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
5/18/2016 0:05:28,Male,Straight,29,"$20,000 to $29,999",Hispanic (of any race),Normal weight,Yes,No,No,4,No,Yes,I don't want help,No,Out of work and looking for work,Delivery guy,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 0:07:31,Male,Straight,30,"$30,000 to $39,999",Hispanic (of any race),Overweight,Yes,No,No,5,No,Yes,Set me up with a date,No,Employed for wages,IT operations ,Bachelor’s degree,None
5/18/2016 0:10:56,Male,Straight,24,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, Pity fuck",No,Employed for wages,Engineer,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups, Change my lifestyle, eat healthy, etc"
5/18/2016 0:11:13,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,No,100,No,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Intermediate Call Center Representative,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 0:14:54,Male,Straight,34,"$20,000 to $29,999",White non-Hispanic,Obese,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,No,Unable to work,Unemployed,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 0:15:10,Male,Straight,23,$0,White non-Hispanic,Overweight,Yes,No,No,0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,.,Bachelor’s degree,None
5/18/2016 0:22:00,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Call Center Agent,"Some college, no degree",Other exercise
5/18/2016 0:23:17,Male,Straight,23,"$1 to $10,000",Hispanic (of any race),Normal weight,No,Yes,Yes and I have,20,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,Economist,Bachelor’s degree,Other exercise
5/18/2016 0:26:34,Male,Straight,30,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,10,Yes,Yes,date coaching,No,Employed for wages,Farm hand,"High school graduate, diploma or the equivalent (for example: GED)","Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 0:28:30,Male,Bisexual,19,$0,White non-Hispanic,Overweight,Yes,No,No,0,Yes,Yes,Set me up with a date,No,A student,I have no job,"Some college, no degree",None
5/18/2016 0:35:13,Male,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,6,Yes,Yes,Set me up with a date,Yes,A student,Undergraduate,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 0:36:07,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,No,Yes,No,6,No,No,wingman/wingwoman,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Cosmetic survey, Joined a gym/go to the gym, Therapy"
5/18/2016 0:40:40,Male,Straight,16,$0,Hispanic (of any race),Overweight,Yes,No,No,0,Yes,Yes,I don't want help,Yes,A student,Loser,"Some high school, no diploma",Joined a gym/go to the gym
5/18/2016 0:40:52,Female,Straight,25,$0,White non-Hispanic,Normal weight,No,No,No,2,No,No,I don't want help,Yes,Unable to work,na,"Some college, no degree",None
5/18/2016 0:41:52,Male,Straight,19,$0,White non-Hispanic,Overweight,Yes,No,No,6,Yes,Yes,I don't want help,No,Unable to work,none,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/18/2016 0:44:01,Female,Bisexual,26,"$50,000 to $74,999",Hispanic (of any race),Normal weight,No,No,No,2,Yes,Yes,Maybe to learn how to be happy,Yes,A student,Optometric tech,Master’s degree,Joined a gym/go to the gym
5/18/2016 0:45:43,Male,Straight,32,"$100,000 to $124,999",White non-Hispanic,Overweight,Yes,No,No,5,Yes,Yes,I don't want help,No,Employed for wages,Software Developer,Bachelor’s degree,Other exercise
5/18/2016 0:50:46,Male,Straight,28,$0,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,NEET,"Some college, no degree",None
5/18/2016 0:50:50,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,Yes,No,4,No,No,I don't want help,No,Employed for wages,Worker,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 0:51:07,Female,Straight,18,"$10,000 to $19,999",Asian,Normal weight,Yes,Yes,No,10,Yes,No,wingman/wingwoman,No,A student,Student. Part time web developer?,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 0:54:09,Male,Straight,22,$0,Asian,Normal weight,Yes,No,No,0,Yes,No,I don't want help,No,Out of work and looking for work,Funemployed ,Bachelor’s degree,None
5/18/2016 0:57:21,Male,Straight,25,"$10,000 to $19,999",Black,Overweight,Yes,No,Yes but I haven't,2,Yes,Yes,date coaching,Yes,Out of work and looking for work,none,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 1:12:10,Male,Straight,19,"$30,000 to $39,999",Asian,Normal weight,Yes,No,Yes but I haven't,1,No,Yes,Set me up with a date,No,A student,i/t support,Bachelor’s degree,"Cosmetic survey, Other exercise"
5/18/2016 1:13:28,Male,Straight,21,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,0,Yes,No,"wingman/wingwoman, Set me up with a date",No,Military,Grunt,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:13:43,Female,Straight,17,$0,Asian,Underweight,Yes,No,No,16,No,No,Friendship,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:17:35,Female,Bisexual,38,$0,White non-Hispanic,Normal weight,No,No,No,0,Yes,Yes,Friendship,Yes,Unable to work,Unemployed ,Bachelor’s degree,"Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:18:39,Male,Straight,23,"$20,000 to $29,999",Hispanic (of any race),Normal weight,Yes,No,Yes but I haven't,15,No,No,Set me up with a date,No,Out of work and looking for work,Nothing,Bachelor’s degree,Other exercise
5/18/2016 1:20:07,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,3,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 1:20:46,Male,Straight,19,$0,White non-Hispanic,Underweight,Yes,No,No,0,Yes,No,I don't want help,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 1:21:32,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,No,2,Yes,No,I don't want help,No,Employed for wages,Software developer ,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 1:21:57,Male,Straight,21,"$75,000 to $99,999",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,1,No,Yes,I don't want help,No,Self-employed, Ceo,Trade/technical/vocational training,None
5/18/2016 1:24:26,Male,Bisexual,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,4,No,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Factory Worker,"Some college, no degree",None
5/18/2016 1:24:33,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,5,Yes,Yes,Set me up with a date,No,A student,None,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy"
5/18/2016 1:33:14,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Obese,Yes,No,No,3,Yes,Yes,I don't want help,Yes,Out of work and looking for work,none,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:35:21,Male,Straight,21,$0,White non-Hispanic,Underweight,Yes,Yes,No,0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,Not employed,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 1:35:25,Male,Bisexual,17,$0,White non-Hispanic,Underweight,Yes,No,No,2,No,Yes,Im on my own,No,A student,Popo,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 1:42:06,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,4,Yes,Yes,date coaching,No,Employed for wages,supervisor,Bachelor’s degree,None
5/18/2016 1:49:54,Male,Bisexual,20,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,3,No,Yes,I don't want help,No,Out of work but not currently looking for work,n/a,"Some college, no degree",None
5/18/2016 1:52:46,Male,Bisexual,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,No,date coaching,No,A student,Cashier,"Some college, no degree",join clubs/socual clubs/meet ups
5/18/2016 1:54:43,Male,Straight,70,"$150,000 or more",White non-Hispanic,Obese,No,No,No,5,No,Yes,I don't want help,No,Self-employed,super pooper,Doctorate degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 1:55:09,Male,Straight,28,"$20,000 to $29,999",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,No,"Set me up with a date, date coaching",No,Employed for wages,Truck driver,Trade/technical/vocational training,Therapy
5/18/2016 1:55:46,Male,Straight,30,"$50,000 to $74,999",Mixed race,Underweight,No,No,No,12,Yes,Yes,Set me up with a date,No,Out of work but not currently looking for work,,"Some college, no degree","Therapy, Other exercise"
5/18/2016 1:55:52,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,No,I don't want help,Yes,Employed for wages,user-carer,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise"
5/18/2016 1:56:41,Male,Straight,26,"$150,000 or more",White non-Hispanic,Normal weight,No,No,No,20,Yes,No,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Lawyer,Professional degree,Other exercise
5/18/2016 1:58:47,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,6,No,Yes,"wingman/wingwoman, Set me up with a date",No,Employed for wages,Cook,"Some college, no degree","Joined a gym/go to the gym, Other exercise"
5/18/2016 2:06:32,Male,Straight,34,"$10,000 to $19,999",Asian,Normal weight,No,No,No,5,No,Yes,help getting a better job,No,Employed for wages,retail worker,Professional degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 2:12:29,Male,Straight,22,$0,Hispanic (of any race),Underweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want help,No,A student,U serious?,"Some college, no degree",Other exercise
5/18/2016 2:13:08,Male,Straight,29,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,Yes,No,0,No,Yes,I don't want help,No,Employed for wages,Senior software developer,Bachelor’s degree,None
5/18/2016 2:16:27,Male,Straight,29,"$30,000 to $39,999",Pakistani,Overweight,Yes,No,Yes but I haven't,18,No,No,"wingman/wingwoman, date coaching",No,Employed for wages,IT Engineer,"High school graduate, diploma or the equivalent (for example: GED)",join clubs/socual clubs/meet ups
5/18/2016 2:24:07,Male,Straight,24,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1,No,No,I don't want help,No,A student,Student,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 2:27:11,Male,Straight,30,"$150,000 or more",White non-Hispanic,Overweight,Yes,No,No,1,Yes,No,I don't want help,No,Employed for wages,software engineer,Doctorate degree,Other exercise
5/18/2016 2:28:29,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,No,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Engineer,"Some college, no degree",Other exercise
5/18/2016 2:28:37,Male,Straight,28,"$50,000 to $74,999",White non-Hispanic,Underweight,Yes,Yes,No,2,Yes,No,Set me up with a date,No,Employed for wages,Software eng.,Bachelor’s degree,None
5/18/2016 2:35:32,Female,Bisexual,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,1,Yes,Yes,I don't want help,No,A student,Student ,"Some high school, no diploma",Therapy
5/18/2016 2:38:51,Male,Straight,19,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,Yes,No,0,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,student,"Some college, no degree","Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 2:40:05,Female,Straight,25,"$40,000 to $49,999",Asian,Underweight,No,No,No,17,No,No,I'm not fa lol,No,Employed for wages,Admin,Bachelor’s degree,Nope not Fa
5/18/2016 2:42:02,Female,Bisexual,21,$0,Hispanic (of any race),Normal weight,No,No,No,10,Yes,Yes,I don't want help,Yes,A student,Student,"Some college, no degree","Therapy, Other exercise"
5/18/2016 2:51:15,Male,Straight,35,"$75,000 to $99,999",White non-Hispanic,Overweight,No,Yes,Yes and I have,3,Yes,Yes,I don't want help,No,Employed for wages,Senior Developer,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 2:53:44,Female,Straight,21,$0,Asian,Normal weight,Yes,No,No,5,Yes,No,I don't want help,No,A student,College student/research intern ,Bachelor’s degree,"Other exercise, Hobbies - music, languages, calligraphy"
5/18/2016 2:58:31,Male,Straight,24,$0,Black,Normal weight,Yes,No,Yes and I have,5,Yes,Yes,I don't want help,No,A student,student,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 3:04:00,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,5,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 3:06:09,Female,Bisexual,12,"$150,000 or more",helicopterkin,Obese,No,Yes,No,15,No,No,"I don't want help, more one night stands",No,Out of work but not currently looking for work,Sugar baby,"Some high school, no diploma",just b confident
5/18/2016 3:06:44,Female,Straight,23,"$1 to $10,000",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,I don't want help,No,A student,assistant caretaker,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 3:26:59,Male,Straight,29,"$125,000 to $149,999",Black,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,not sure what would help,Yes,Self-employed,Engineer,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 3:28:33,Male,Straight,24,"$50,000 to $74,999",White non-Hispanic,Normal weight,No,No,Yes and I have,20,Yes,No,"wingman/wingwoman, Set me up with a date",No,Self-employed,Coo,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 3:28:56,Male,Straight,30,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,No,1,Yes,Yes,I don't want help,No,Employed for wages,Researcher,Doctorate degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 3:36:07,Male,Straight,21,$0,White non-Hispanic,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,No,A student,Application Developer,"Some college, no degree",None
5/18/2016 3:43:25,Male,Straight,18,$0,Asian,Underweight,Yes,No,Yes but I haven't,3,Yes,Yes,I don't want help,Yes,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 3:46:31,Male,Straight,22,$0,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,2,Yes,Yes,I don't want help,No,Unable to work,None ,Associate degree,Therapy
5/18/2016 3:47:09,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,No,No,3,Yes,No,wingman/wingwoman,No,Employed for wages,Courier,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 3:49:14,Male,Straight,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Accounts Receivable,Associate degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 3:51:31,Male,Straight,20,$0,Hispanic (of any race),Overweight,Yes,No,No,1,Yes,Yes,"Set me up with a date, date coaching",Yes,A student,None ,"Some college, no degree","Therapy, Other exercise, Develop hobbies"
5/18/2016 4:02:09,Male,Straight,17,$0,Hispanic (of any race),Normal weight,Yes,Yes,No,6,No,No,I don't want help,No,A student,student,"Some high school, no diploma",None
5/18/2016 4:05:46,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,1,Yes,No,Set me up with a date,No,Employed for wages,Zivildiener (austrian stuff),"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 4:16:01,Male,Straight,28,"$75,000 to $99,999",Middle Eastern,Normal weight,Yes,Yes,No,10,No,No,I don't want help,No,Employed for wages,Software Engineer,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 4:23:37,Male,Straight,36,"$50,000 to $74,999",Asian,Normal weight,No,No,Yes and I have,80,No,Yes,Set me up with a date,No,Employed for wages,ggg,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 4:34:17,Female,Straight,26,"$40,000 to $49,999",White non-Hispanic,Obese,Yes,No,No,2,Yes,Yes,date coaching,No,Employed for wages,RN,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 4:37:40,Male,Straight,28,$0,White non-Hispanic,Overweight,Yes,Yes,No,0,Yes,Yes,"date coaching, social skills training",No,Out of work but not currently looking for work,n/a,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 4:37:52,Male,Straight,21,"$75,000 to $99,999",Asian,Normal weight,Yes,No,No,1,No,Yes,I don't want help,No,Employed for wages,Auditor,Master’s degree,Joined a gym/go to the gym
5/18/2016 4:48:24,Male,Straight,21,$0,Asian,Normal weight,Yes,Yes,No,5,Yes,No,Set me up with a date,No,A student,Student,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 4:57:53,Male,Straight,23,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,Yes but I haven't,1,Yes,Yes,I don't want help,No,A student,student,Bachelor’s degree,Other exercise
5/18/2016 4:59:02,Male,Straight,23,$0,White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,,Associate degree,None
5/18/2016 5:00:58,Male,Bisexual,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,10,Yes,Yes,I don't want help,No,A student,Freelance writer,"Some college, no degree","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 5:06:51,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,5,Yes,Yes,I don't want help,No,Employed for wages,Clerk,"Some high school, no diploma","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 5:11:10,Male,Straight,31,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,0,No,Yes,I don't want help,No,Self-employed,self employed,"Some high school, no diploma",Other exercise
5/18/2016 5:11:50,Male,Straight,19,"$1 to $10,000",Asian,Normal weight,Yes,Yes,No,1,Yes,Yes,wingman/wingwoman,No,A student,-,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 5:15:37,Female,Gay/Lesbian,15,$0,White non-Hispanic,Normal weight,Yes,No,No,0,Yes,No,I don't want help,No,A student,student,"Some high school, no diploma",None
5/18/2016 5:28:33,Male,Straight,26,"$1 to $10,000",Turkish,Overweight,Yes,Yes,No,3,Yes,Yes,"There is no way that they can help. They only give useless advice like ""just be more confident"".",No,Employed for wages,Operations Manager (i.e. I do what my father tells me to do in our family company).,Master’s degree,"Joined a gym/go to the gym, Therapy, Joined a German language learning course."
5/18/2016 5:29:14,Male,Straight,28,"$50,000 to $74,999",Asian,Overweight,Yes,No,No,10,Yes,Yes,I don't want help,No,Employed for wages,Mechanical engineer,Master’s degree,Other exercise
5/18/2016 5:41:19,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,No,10,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Third Manager,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 5:42:39,Male,Gay/Lesbian,26,"$30,000 to $39,999",White non-Hispanic,Overweight,Yes,No,No,0,No,Yes,I don't want help,Yes,Employed for wages,Flight Attendant,Associate degree,None
5/18/2016 5:45:48,Male,Straight,27,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,Yes and I have,15,No,No,I don't want help,No,Self-employed,Interpreter,Master’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 5:47:41,Male,Straight,26,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,Bachelor’s degree,Other exercise
5/18/2016 5:49:21,Male,Straight,35,"$30,000 to $39,999",Asian,Normal weight,Yes,Yes,No,2,Yes,Yes,I don't want help,No,Employed for wages,engineer,"Some college, no degree",None
5/18/2016 5:49:42,Male,Straight,31,"$10,000 to $19,999",White non-Hispanic,Obese,Yes,No,No,3,No,No,Set me up with a date,No,Self-employed,none,"Some college, no degree",None
5/18/2016 5:50:59,Male,Straight,57,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,0,No,No,I don't want help,No,Employed for wages,vehicle prep,Trade/technical/vocational training,None
