time,gender,sexuallity,age,income,race,bodyweight,virgin,prostitution_legal,pay_for_sex,friends,social_fear,depressed,what_help_from_others,attempt_suicide,employment,job_title,edu_level,improve_yourself_how
5/18/2016 13:14:18,Male,Straight,26,$0,White non-Hispanic,Normal weight,Yes,No,No,0,No,No,I don't want help,No,A student,-,"Some college, no degree","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 13:20:41,Male,Straight,22,$0,Black,Normal weight,Yes,No,No,25,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 13:26:22,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,I don't want help,No,Employed for wages,Architectural Technician,Associate degree,None
5/18/2016 13:27:16,Female,Bisexual,41,$0,White non-Hispanic,Overweight,No,No,No,1,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Librarian,"Some college, no degree","Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:09:34,Male,Straight,28,$0,Asian,Normal weight,No,No,Yes and I have,4,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching",No,Out of work and looking for work,None,Professional degree,Other exercise
5/18/2016 14:15:46,Male,Straight,29,"$50,000 to $74,999",Asian,Overweight,Yes,No,Yes but I haven't,8,Yes,Yes,I don't want help,No,Employed for wages,Administrator,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:18:29,Female,Straight,19,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,Yes,I don't want help,No,A student,n/a,"Some college, no degree","Cosmetic survey, Therapy, join clubs/socual clubs/meet ups"
5/18/2016 14:18:35,Male,Straight,21,"$40,000 to $49,999",White non-Hispanic,Overweight,Yes,No,No,0,Yes,Yes,I don't want help,Yes,Employed for wages,IT,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 14:22:02,Male,Straight,19,$0,Asian,Normal weight,Yes,No,No,20,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Intern,Bachelor’s degree,None
5/18/2016 14:22:58,Male,Straight,19,$0,White non-Hispanic,Underweight,Yes,No,No,1,Yes,Yes,"I don't want help, Like, to be seen & treated like a normal person",No,A homemaker,Student,"Some college, no degree","Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 14:27:25,Male,Straight,20,$0,Hispanic (of any race),Normal weight,No,Yes,Yes and I have,7,Yes,Yes,I don't want help,No,A student,Undergrad student,"Some college, no degree",None
5/18/2016 14:27:31,Male,Straight,22,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,No,Set me up with a date,No,Out of work and looking for work,Unemployed,"Some college, no degree",None
5/18/2016 14:33:38,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,No,Employed for wages,Call operator,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 14:37:56,Male,Bisexual,25,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,Yes but I haven't,7,Yes,No,Set me up with a date,No,Employed for wages,Courier,"Some college, no degree","Joined a gym/go to the gym, Other exercise, Play live in a band. "
5/18/2016 14:52:26,Male,Straight,30,"$10,000 to $19,999",Mixed white/asian,Overweight,Yes,No,No,4,Yes,Yes,I don't want help,No,Employed for wages,Stockroom Assistant,Master’s degree,Joined a gym/go to the gym
5/18/2016 14:58:17,Male,Straight,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,6,No,No,I don't want help,No,Employed for wages,Languages,Bachelor’s degree,Therapy
5/18/2016 15:02:09,Male,Straight,22,$0,Mixed,Normal weight,Yes,Yes,No,0,Yes,Yes,Set me up with a date,No,A student,Student,"High school graduate, diploma or the equivalent (for example: GED)","Therapy, Other exercise"
5/18/2016 15:14:25,Male,Straight,26,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,No,No,3,No,No,I don't want help,No,Employed for wages,Engineer,Bachelor’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 15:39:29,Male,Straight,36,"$40,000 to $49,999",White non-Hispanic,Obese,Yes,No,Yes but I haven't,0,Yes,Yes,I don't want help,No,Employed for wages,clerk,"Some college, no degree",None
5/18/2016 15:43:14,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,No,No,No,8,Yes,No,wingman/wingwoman,No,A student,Grad student,Bachelor’s degree,Other exercise
5/18/2016 15:49:52,Male,Bisexual,16,"$1 to $10,000",White non-Hispanic,Underweight,Yes,No,Yes but I haven't,0,Yes,Yes,Set me up with a date,Yes,A student,Herder,"High school graduate, diploma or the equivalent (for example: GED)",Called suicide hotlines
5/18/2016 15:56:31,Female,Straight,25,"$10,000 to $19,999",Asian,Normal weight,Yes,No,No,20,No,Yes,date coaching,No,Employed for wages,designer,Bachelor’s degree,join clubs/socual clubs/meet ups
5/18/2016 16:06:26,Female,Straight,37,"$10,000 to $19,999",Asian,Normal weight,Yes,No,No,1,No,No,Set me up with a date,No,Employed for wages,Administrative Officer,Bachelor’s degree,Joined a gym/go to the gym
5/18/2016 16:10:52,Male,Straight,24,$0,White non-Hispanic,Underweight,Yes,No,No,2,Yes,Yes,I don't want help,No,Unable to work,/,"Some college, no degree","Therapy, Other exercise"
5/18/2016 16:16:17,Male,Straight,21,$0,indian,Overweight,Yes,No,No,0,No,Yes,I don't want help,No,A student,student,"Some college, no degree","Joined a gym/go to the gym, Other exercise"
5/18/2016 16:26:15,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Overweight,No,No,Yes but I haven't,4,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Gardener/Student,"Some high school, no diploma","Therapy, join clubs/socual clubs/meet ups"
5/18/2016 16:30:50,Male,Straight,23,$0,White non-Hispanic,Normal weight,No,No,No,20,No,No,I don't want help,No,Out of work and looking for work,unemployed,Bachelor’s degree,None
5/18/2016 16:45:55,Male,Straight,29,"$20,000 to $29,999",Asian,Overweight,No,No,No,0,Yes,Yes,Set me up with a date,No,Employed for wages,cook,"Some high school, no diploma",None
5/18/2016 16:54:02,Male,Straight,18,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,12,No,Yes,I don't want help,No,Self-employed,Entrepreneur,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 17:06:18,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,20,Yes,No,I don't want help,No,A student,student,"Some high school, no diploma","Joined a gym/go to the gym, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 17:21:23,Male,Straight,21,$0,White non-Hispanic,Underweight,Yes,No,No,2,Yes,Yes,I don't want help,No,Out of work and looking for work,No Job,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 17:23:36,Male,Straight,18,$0,Asian,Normal weight,Yes,No,No,8,No,No,wingman/wingwoman,No,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 17:26:15,Male,Straight,20,"$40,000 to $49,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,10,No,Yes,"Set me up with a date, date coaching",No,Military,.,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 17:35:04,Male,Straight,39,"$30,000 to $39,999",Asian,Normal weight,No,No,Yes but I haven't,10,No,No,date coaching,Yes,Employed for wages,Cst analyst,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 17:38:45,Male,Straight,30,"$75,000 to $99,999",Multi,Normal weight,No,No,Yes and I have,15,No,No,I don't want help,No,Employed for wages,Engineer,Master’s degree,Joined a gym/go to the gym
5/18/2016 17:41:25,Male,Bisexual,19,$0,White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,I don't want help,No,Out of work and looking for work,Artist,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 17:50:03,Male,Straight,19,$0,White non-Hispanic,Normal weight,Yes,No,No,20,No,Yes,I don't want help,No,A student,Student,"Some college, no degree",None
5/18/2016 18:11:01,Male,Straight,26,"$50,000 to $74,999",Asian,Normal weight,No,No,No,60,No,No,I don't want help,No,Employed for wages,Research Associate,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/18/2016 18:19:32,Male,Straight,22,"$50,000 to $74,999",White non-Hispanic,Obese,Yes,No,No,600,No,No,I don't want help,No,Employed for wages,Insurance agent. ,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:22:30,Male,Straight,23,"$20,000 to $29,999",White non-Hispanic,Underweight,Yes,No,No,0,Yes,Yes,I don't want help,No,Employed for wages,mechanic,Trade/technical/vocational training,None
5/18/2016 18:29:58,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,Yes,No,0,Yes,Yes,I don't want help,Yes,Self-employed,Programmer,"Some high school, no diploma",Other exercise
5/18/2016 18:31:55,Male,Straight,15,$0,Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,5,No,Yes,wingman/wingwoman,No,Unable to work,student,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/18/2016 18:32:30,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Underweight,Yes,Yes,No,1,Yes,Yes,i lost faith and hope,Yes,A student,student?,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 18:44:01,Male,Straight,26,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,No,1,Yes,Yes,I don't want help,No,Employed for wages,Sales Associate,Bachelor’s degree,None
5/18/2016 18:53:06,Male,Straight,30,"$20,000 to $29,999",White non-Hispanic,Overweight,No,No,Yes and I have,5,No,No,I don't want help,No,Employed for wages,Teacher,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 18:54:31,Male,Straight,38,"$50,000 to $74,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,7,Yes,Yes,I don't want help,Yes,Employed for wages,System Administrator,Trade/technical/vocational training,None
5/18/2016 18:55:04,Male,Straight,22,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,No,No,10,Yes,Yes,I don't want help,No,Employed for wages,Manager,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 19:02:22,Female,Straight,20,"$50,000 to $74,999",Black,Normal weight,Yes,No,No,2,Yes,No,I don't want help,No,A student,Web desihner,Bachelor’s degree,None
5/18/2016 19:02:28,Male,Straight,24,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,1,Yes,Yes,"wingman/wingwoman, Set me up with a date, date coaching, Any help",No,Self-employed,Language teacher,"Some high school, no diploma",None
5/18/2016 19:10:28,Male,Straight,31,$0,White non-Hispanic,Normal weight,Yes,Yes,No,30,No,No,I don't want help,No,Out of work but not currently looking for work,none,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 19:11:07,Male,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,20,Yes,Yes,I don't want help,No,A student,Student,"Some college, no degree",Other exercise
5/18/2016 19:11:37,Male,Straight,21,$0,White non-Hispanic,Overweight,Yes,No,Yes but I haven't,2,Yes,No,"I don't want help, kill me",No,Out of work and looking for work,none,"High school graduate, diploma or the equivalent (for example: GED)",Joined a gym/go to the gym
5/18/2016 19:36:46,Male,Straight,23,"$1 to $10,000",White non-Hispanic,Overweight,Yes,Yes,No,3,Yes,Yes,I don't want help,No,A student,none,"Some college, no degree",None
5/18/2016 19:55:31,Male,Straight,20,$0,White non-Hispanic,Normal weight,Yes,No,No,5,Yes,No,"wingman/wingwoman, Set me up with a date",No,Military,Student,Associate degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 19:59:35,Female,Straight,27,"$30,000 to $39,999",Hispanic (of any race),Normal weight,Yes,No,No,3,No,No,I don't want help,No,Employed for wages,Sales manager,Bachelor’s degree,Joined a gym/go to the gym
5/18/2016 20:21:12,Male,Straight,30,$0,White non-Hispanic,Obese,Yes,No,No,0,No,No,I don't want help,No,A student,none,"Some college, no degree",None
5/18/2016 20:27:47,Male,Straight,23,$0,Asian,Overweight,No,No,Yes but I haven't,4,No,Yes,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,jpo;,"High school graduate, diploma or the equivalent (for example: GED)",None
5/18/2016 20:42:15,Male,Straight,25,"$1 to $10,000",Native American mix,Overweight,Yes,No,Yes but I haven't,6,Yes,Yes,I don't want help,No,Employed for wages,Janitor,"High school graduate, diploma or the equivalent (for example: GED)",Lose weight
5/18/2016 22:12:35,Female,Straight,22,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,0.2,No,No,Set me up with a date,No,A student,None,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 22:25:37,Male,Straight,20,$0,White non-Hispanic,Normal weight,Yes,Yes,No,6,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,A student,student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy"
5/18/2016 22:44:29,Female,Straight,24,"$30,000 to $39,999",Hispanic (of any race),Overweight,No,No,No,10,No,Yes,date coaching,No,Self-employed,Data and development,Bachelor’s degree,"Other exercise, Hair, makeup, clothing"
5/18/2016 22:47:23,Male,Straight,19,"$20,000 to $29,999",White non-Hispanic,Normal weight,Yes,No,No,10,No,Yes,Set me up with a date,No,A student,Not working ,"Some college, no degree",Joined a gym/go to the gym
5/18/2016 22:51:34,Female,Bisexual,21,$0,Hispanic (of any race),Overweight,No,No,Yes but I haven't,2,No,No,"wingman/wingwoman, Set me up with a date, date coaching",Yes,A student,Student,"Some college, no degree","Joined a gym/go to the gym, Therapy"
5/18/2016 23:00:50,Male,Straight,20,"$10,000 to $19,999",White non-Hispanic,Overweight,Yes,No,Yes but I haven't,5,No,No,I don't want help,No,Employed for wages,Cashier,"Some college, no degree",None
5/18/2016 23:21:49,Female,Bisexual,23,"$10,000 to $19,999",Black,Normal weight,Yes,Yes,No,3,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Clerk,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/18/2016 23:37:23,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,3,Yes,Yes,"wingman/wingwoman, Set me up with a date",No,Self-employed,Graphic designer,Associate degree,Other exercise
5/18/2016 23:46:31,Male,Straight,18,$0,White non-Hispanic,Overweight,Yes,Yes,No,5,Yes,Yes,Emotional support,No,A student,Student,"Some high school, no diploma",join clubs/socual clubs/meet ups
5/18/2016 23:56:57,Female,Straight,20,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,Yes,Yes,Set me up with a date,No,A student,student,"Some college, no degree",Other exercise
5/19/2016 0:13:35,Male,Straight,23,"$40,000 to $49,999",White non-Hispanic,Normal weight,No,Yes,No,0,No,No,I don't want help,No,Employed for wages,---,Bachelor’s degree,"Joined a gym/go to the gym, Other exercise"
5/19/2016 0:51:23,Female,Bisexual,21,$0,Asian,Normal weight,No,No,No,0,Yes,Yes,Set me up with a date,No,A student,student,"Some college, no degree","Therapy, join clubs/socual clubs/meet ups"
5/19/2016 0:57:15,Male,Straight,18,"$10,000 to $19,999",White non-Hispanic,Underweight,Yes,No,No,5,Yes,Yes,I don't want help,No,A student,Lawm Maintenance,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 1:25:38,Female,Bisexual,20,$0,White non-Hispanic,Normal weight,Yes,No,No,15,Yes,Yes,I don't want help,No,A student,University Student,Bachelor’s degree,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/19/2016 1:27:00,Male,Straight,20,"$1 to $10,000",Hispanic (of any race),Overweight,Yes,No,Yes but I haven't,4,Yes,Yes,I don't want help,Yes,A student,Retail ,"Some college, no degree",Other exercise
5/19/2016 3:32:05,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,3,No,Yes,I don't want help,Yes,Out of work and looking for work,Unemployed,"Some college, no degree","Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 4:55:27,Male,Straight,25,$0,White non-Hispanic,Normal weight,No,Yes,Yes and I have,0,No,Yes,I don't want help,No,A student,college,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Other exercise"
5/19/2016 5:07:20,Male,Straight,24,$0,White non-Hispanic,Normal weight,No,Yes,Yes and I have,0,Yes,Yes,Set me up with a date,No,Out of work and looking for work,,"High school graduate, diploma or the equivalent (for example: GED)","Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 6:20:12,Female,Bisexual,20,$0,White non-Hispanic,Obese,Yes,No,No,1,Yes,Yes,just more friends/greater social life in general tbh,No,A student,undergraduate,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/19/2016 6:59:37,Male,Straight,22,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,Yes,No,5,No,No,Set me up with a date,No,Out of work and looking for work,Student,Trade/technical/vocational training,"Cosmetic survey, Joined a gym/go to the gym, Other exercise"
5/19/2016 7:50:46,Male,Gay/Lesbian,21,"$10,000 to $19,999",White non-Hispanic,Normal weight,No,No,No,3,Yes,Yes,I don't want help,No,Employed for wages,Sales clerk,"Some college, no degree","Therapy, Other exercise"
5/19/2016 8:46:30,Male,Straight,39,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,Yes,No,5,Yes,No,I don't want help,No,Employed for wages,Admin assistant,"High school graduate, diploma or the equivalent (for example: GED)",Therapy
5/19/2016 9:03:32,Male,Straight,20,"$20,000 to $29,999",White non-Hispanic,Overweight,Yes,Yes,Yes and I have,1,Yes,Yes,I don't want help,No,Employed for wages,Shit kicker,"Some high school, no diploma",Joined a gym/go to the gym
5/19/2016 9:39:41,Female,Straight,23,"$40,000 to $49,999",Asian,Normal weight,No,No,No,5,Yes,Yes,I don't want help,Yes,Out of work and looking for work,Accountant,Bachelor’s degree,Joined a gym/go to the gym
5/19/2016 15:17:48,Male,Straight,30,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,0,No,Yes,I don't want help,Yes,Employed for wages,postman,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 15:29:02,Male,Straight,25,"$20,000 to $29,999",Asian,Overweight,Yes,Yes,No,7,No,No,Set me up with a date,No,Employed for wages,stocker,"High school graduate, diploma or the equivalent (for example: GED)",Other exercise
5/19/2016 16:31:02,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,2,Yes,No,I don't want help,No,Out of work but not currently looking for work,out of work,"High school graduate, diploma or the equivalent (for example: GED)",None
5/19/2016 17:21:19,Male,Straight,19,$0,White non-Hispanic,Overweight,Yes,No,No,4,No,No,"wingman/wingwoman, Set me up with a date, date coaching",No,A student,Student,"Some college, no degree",None
5/19/2016 17:24:06,Male,Straight,18,$0,White non-Hispanic,Normal weight,Yes,No,No,20,Yes,No,I don't want help,No,A student,Student ,"Some college, no degree","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/19/2016 18:41:27,Male,Straight,23,"$30,000 to $39,999",White non-Hispanic,Normal weight,Yes,No,No,7,Yes,Yes,I don't want help,No,Out of work but not currently looking for work,Developer,Bachelor’s degree,None
5/19/2016 19:11:55,Male,Straight,28,"$10,000 to $19,999",White non-Hispanic,Obese,Yes,No,No,4,Yes,Yes,Set me up with a date,Yes,Employed for wages,Stocker,"Some college, no degree",None
5/19/2016 19:36:15,Male,Straight,18,"$10,000 to $19,999",White non-Hispanic,Normal weight,Yes,No,No,6,Yes,No,"wingman/wingwoman, Set me up with a date, date coaching",No,Employed for wages,Waiter,"Some high school, no diploma",Other exercise
5/19/2016 19:38:25,Male,Straight,21,$0,North African,Normal weight,Yes,No,No,0,Yes,Yes,Teach me how to talk to people,No,A student,Finance student,Master’s degree,"Other exercise, join clubs/socual clubs/meet ups"
5/19/2016 20:03:19,Female,Bisexual,30,"$50,000 to $74,999",White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,2,No,Yes,"I don't want help, More general stuff",Yes,Employed for wages,Not telling,Bachelor’s degree,"Cosmetic survey, Joined a gym/go to the gym, Therapy, Other exercise, join clubs/socual clubs/meet ups, Fashion makeup personality etc"
5/19/2016 22:48:05,Male,Straight,21,"$1 to $10,000",White non-Hispanic,Normal weight,Yes,No,No,2,No,No,I don't want help,No,Out of work and looking for work,tutor,Associate degree,Joined a gym/go to the gym
5/20/2016 0:02:59,Male,Bisexual,21,$0,Asian,Normal weight,Yes,Yes,No,3,No,Yes,I don't want help,No,Out of work and looking for work,Unemployed,"Some college, no degree",Other exercise
5/20/2016 3:06:30,Male,Straight,14,$0,Half Asian half white,Normal weight,Yes,No,Yes but I haven't,1,Yes,Yes,I don't want help,No,A student,,"Some high school, no diploma","Joined a gym/go to the gym, join clubs/socual clubs/meet ups"
5/20/2016 10:38:33,Male,Straight,22,$0,White non-Hispanic,Normal weight,Yes,No,Yes but I haven't,1,Yes,Yes,date coaching,No,Out of work but not currently looking for work,,Trade/technical/vocational training,"Joined a gym/go to the gym, Therapy, join clubs/socual clubs/meet ups"
5/20/2016 13:20:21,Male,Straight,33,"$40,000 to $49,999",White non-Hispanic,Overweight,No,No,Yes but I haven't,1,Yes,Yes,Set me up with a date,No,Employed for wages,Consultant,"Some college, no degree",Losing weight through better diet. No exercise yet. 
5/20/2016 14:14:30,Male,Straight,24,"$50,000 to $74,999",Asian,Normal weight,Yes,Yes,No,13,Yes,Yes,"wingman/wingwoman, date coaching",No,Employed for wages,analyst,Bachelor’s degree,Other exercise
